"","model_scenario","Category","temp","Year","Value"
"7745","REMIND-MAgPIE 2.1-4.2_EN_INDCi2100_NDCp","C5","2.5°C",2000,9.15
"7746","REMIND-MAgPIE 2.1-4.2_EN_INDCi2100_NDCp","C5","2.5°C",2010,14.47
"7747","REMIND-MAgPIE 2.1-4.2_EN_INDCi2100_NDCp","C5","2.5°C",2020,34.67
"7748","REMIND-MAgPIE 2.1-4.2_EN_INDCi2100_NDCp","C5","2.5°C",2030,402.9443
"7749","REMIND-MAgPIE 2.1-4.2_EN_INDCi2100_NDCp","C5","2.5°C",2040,1287.8191
"7750","REMIND-MAgPIE 2.1-4.2_EN_INDCi2100_NDCp","C5","2.5°C",2050,1830.2045
"7751","REMIND-MAgPIE 2.1-4.2_EN_INDCi2100_NDCp","C5","2.5°C",2060,2787.8112
"7752","REMIND-MAgPIE 2.1-4.2_EN_INDCi2100_NDCp","C5","2.5°C",2070,4580.1802
"7753","REMIND-MAgPIE 2.1-4.2_EN_INDCi2100_NDCp","C5","2.5°C",2080,6184.9853
"7754","REMIND-MAgPIE 2.1-4.2_EN_INDCi2100_NDCp","C5","2.5°C",2090,7221.5466
"7755","REMIND-MAgPIE 2.1-4.2_EN_INDCi2100_NDCp","C5","2.5°C",2100,7578.2958
"7756","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1000","C3","2.0°C",2000,9.15
"7757","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1000","C3","2.0°C",2010,14.47
"7758","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1000","C3","2.0°C",2020,34.67
"7759","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1000","C3","2.0°C",2030,315.1399
"7760","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1000","C3","2.0°C",2040,2712.247
"7761","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1000","C3","2.0°C",2050,4287.4207
"7762","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1000","C3","2.0°C",2060,5966.6755
"7763","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1000","C3","2.0°C",2070,7222.5043
"7764","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1000","C3","2.0°C",2080,7691.5795
"7765","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1000","C3","2.0°C",2090,7698.3311
"7766","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1000","C3","2.0°C",2100,7476.101
"7767","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1000_COV","C3","2.0°C",2000,9.15
"7768","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1000_COV","C3","2.0°C",2010,14.47
"7769","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1000_COV","C3","2.0°C",2020,34.67
"7770","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1000_COV","C3","2.0°C",2030,170.7077
"7771","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1000_COV","C3","2.0°C",2040,1849.529
"7772","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1000_COV","C3","2.0°C",2050,3601.5808
"7773","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1000_COV","C3","2.0°C",2060,5137.872
"7774","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1000_COV","C3","2.0°C",2070,6887.191
"7775","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1000_COV","C3","2.0°C",2080,8157.4879
"7776","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1000_COV","C3","2.0°C",2090,8805.0013
"7777","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1000_COV","C3","2.0°C",2100,8950.4873
"7778","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1000f","C3","2.0°C",2000,9.15
"7779","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1000f","C3","2.0°C",2010,14.47
"7780","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1000f","C3","2.0°C",2020,34.67
"7781","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1000f","C3","2.0°C",2030,317.3834
"7782","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1000f","C3","2.0°C",2040,2711.9867
"7783","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1000f","C3","2.0°C",2050,4245.1686
"7784","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1000f","C3","2.0°C",2060,5955.5954
"7785","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1000f","C3","2.0°C",2070,7193.7423
"7786","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1000f","C3","2.0°C",2080,7646.4806
"7787","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1000f","C3","2.0°C",2090,7666.946
"7788","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1000f","C3","2.0°C",2100,7486.8682
"7789","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1000f_COV","C3","2.0°C",2000,9.15
"7790","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1000f_COV","C3","2.0°C",2010,14.47
"7791","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1000f_COV","C3","2.0°C",2020,34.67
"7792","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1000f_COV","C3","2.0°C",2030,254.3924
"7793","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1000f_COV","C3","2.0°C",2040,1937.8446
"7794","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1000f_COV","C3","2.0°C",2050,3622.8722
"7795","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1000f_COV","C3","2.0°C",2060,5151.5656
"7796","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1000f_COV","C3","2.0°C",2070,6904.6103
"7797","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1000f_COV","C3","2.0°C",2080,8151.5753
"7798","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1000f_COV","C3","2.0°C",2090,8775.8052
"7799","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1000f_COV","C3","2.0°C",2100,8998.5817
"7800","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1200","C3","2.0°C",2000,9.15
"7801","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1200","C3","2.0°C",2010,14.47
"7802","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1200","C3","2.0°C",2020,34.67
"7803","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1200","C3","2.0°C",2030,284.5633
"7804","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1200","C3","2.0°C",2040,1872.5243
"7805","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1200","C3","2.0°C",2050,3728.3957
"7806","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1200","C3","2.0°C",2060,5182.8763
"7807","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1200","C3","2.0°C",2070,6622.6073
"7808","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1200","C3","2.0°C",2080,7365.583
"7809","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1200","C3","2.0°C",2090,7441.0932
"7810","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1200","C3","2.0°C",2100,7334.4166
"7811","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1200f","C3","2.0°C",2000,9.15
"7812","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1200f","C3","2.0°C",2010,14.47
"7813","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1200f","C3","2.0°C",2020,34.67
"7814","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1200f","C3","2.0°C",2030,83.0373
"7815","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1200f","C3","2.0°C",2040,1858.951
"7816","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1200f","C3","2.0°C",2050,3742.6409
"7817","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1200f","C3","2.0°C",2060,5224.9638
"7818","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1200f","C3","2.0°C",2070,6639.8871
"7819","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1200f","C3","2.0°C",2080,7378.8714
"7820","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1200f","C3","2.0°C",2090,7425.8127
"7821","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1200f","C3","2.0°C",2100,7258.6259
"7822","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1400","C4","2.0°C",2000,9.15
"7823","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1400","C4","2.0°C",2010,14.47
"7824","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1400","C4","2.0°C",2020,34.67
"7825","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1400","C4","2.0°C",2030,56.1758
"7826","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1400","C4","2.0°C",2040,504.1076
"7827","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1400","C4","2.0°C",2050,2437.391
"7828","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1400","C4","2.0°C",2060,4628.087
"7829","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1400","C4","2.0°C",2070,6113.0682
"7830","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1400","C4","2.0°C",2080,7249.1944
"7831","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1400","C4","2.0°C",2090,7680.5913
"7832","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1400","C4","2.0°C",2100,7543.2107
"7833","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1400f","C4","2.0°C",2000,9.15
"7834","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1400f","C4","2.0°C",2010,14.47
"7835","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1400f","C4","2.0°C",2020,34.67
"7836","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1400f","C4","2.0°C",2030,56.1758
"7837","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1400f","C4","2.0°C",2040,504.1076
"7838","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1400f","C4","2.0°C",2050,2437.391
"7839","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1400f","C4","2.0°C",2060,4628.087
"7840","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1400f","C4","2.0°C",2070,6113.0682
"7841","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1400f","C4","2.0°C",2080,7249.1944
"7842","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1400f","C4","2.0°C",2090,7680.5913
"7843","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1400f","C4","2.0°C",2100,7543.2107
"7844","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1600","C4","2.0°C",2000,9.15
"7845","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1600","C4","2.0°C",2010,14.47
"7846","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1600","C4","2.0°C",2020,34.67
"7847","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1600","C4","2.0°C",2030,54.0547
"7848","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1600","C4","2.0°C",2040,275.7649
"7849","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1600","C4","2.0°C",2050,1427.6272
"7850","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1600","C4","2.0°C",2060,3934.5495
"7851","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1600","C4","2.0°C",2070,5558.9852
"7852","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1600","C4","2.0°C",2080,6975.654
"7853","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1600","C4","2.0°C",2090,7813.7536
"7854","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1600","C4","2.0°C",2100,8078.1611
"7855","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1600f","C4","2.0°C",2000,9.15
"7856","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1600f","C4","2.0°C",2010,14.47
"7857","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1600f","C4","2.0°C",2020,34.67
"7858","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1600f","C4","2.0°C",2030,54.0547
"7859","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1600f","C4","2.0°C",2040,275.7649
"7860","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1600f","C4","2.0°C",2050,1427.6272
"7861","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1600f","C4","2.0°C",2060,3934.5495
"7862","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1600f","C4","2.0°C",2070,5558.9852
"7863","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1600f","C4","2.0°C",2080,6975.654
"7864","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1600f","C4","2.0°C",2090,7813.7536
"7865","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1600f","C4","2.0°C",2100,8078.1611
"7866","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1800","C5","2.5°C",2000,9.15
"7867","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1800","C5","2.5°C",2010,14.47
"7868","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1800","C5","2.5°C",2020,34.67
"7869","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1800","C5","2.5°C",2030,39.5513
"7870","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1800","C5","2.5°C",2040,187.6677
"7871","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1800","C5","2.5°C",2050,555.847
"7872","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1800","C5","2.5°C",2060,1963.0189
"7873","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1800","C5","2.5°C",2070,4453.1536
"7874","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1800","C5","2.5°C",2080,6557.5765
"7875","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1800","C5","2.5°C",2090,7393.2481
"7876","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1800","C5","2.5°C",2100,7705.0739
"7877","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1800f","C5","2.5°C",2000,9.15
"7878","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1800f","C5","2.5°C",2010,14.47
"7879","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1800f","C5","2.5°C",2020,34.67
"7880","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1800f","C5","2.5°C",2030,41.6381
"7881","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1800f","C5","2.5°C",2040,198.8385
"7882","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1800f","C5","2.5°C",2050,572.7126
"7883","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1800f","C5","2.5°C",2060,2168.8703
"7884","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1800f","C5","2.5°C",2070,4693.9606
"7885","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1800f","C5","2.5°C",2080,6568.7895
"7886","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1800f","C5","2.5°C",2090,7584.1294
"7887","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1800f","C5","2.5°C",2100,7996.0035
"7888","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_2000","C5","2.5°C",2000,9.15
"7889","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_2000","C5","2.5°C",2010,14.47
"7890","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_2000","C5","2.5°C",2020,34.67
"7891","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_2000","C5","2.5°C",2030,34.67
"7892","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_2000","C5","2.5°C",2040,129.7604
"7893","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_2000","C5","2.5°C",2050,375.3095
"7894","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_2000","C5","2.5°C",2060,1345.509
"7895","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_2000","C5","2.5°C",2070,2914.403
"7896","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_2000","C5","2.5°C",2080,5458.6248
"7897","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_2000","C5","2.5°C",2090,7160.0433
"7898","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_2000","C5","2.5°C",2100,7372.0962
"7899","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_2000f","C5","2.5°C",2000,9.15
"7900","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_2000f","C5","2.5°C",2010,14.47
"7901","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_2000f","C5","2.5°C",2020,34.67
"7902","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_2000f","C5","2.5°C",2030,34.67
"7903","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_2000f","C5","2.5°C",2040,133.9246
"7904","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_2000f","C5","2.5°C",2050,375.7728
"7905","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_2000f","C5","2.5°C",2060,1422.811
"7906","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_2000f","C5","2.5°C",2070,3008.1326
"7907","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_2000f","C5","2.5°C",2080,5353.3321
"7908","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_2000f","C5","2.5°C",2090,7146.4851
"7909","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_2000f","C5","2.5°C",2100,7543.106
"7910","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_200f","C1","1.5°C",2000,9.15
"7911","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_200f","C1","1.5°C",2010,14.47
"7912","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_200f","C1","1.5°C",2020,34.67
"7913","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_200f","C1","1.5°C",2030,1142.696
"7914","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_200f","C1","1.5°C",2040,4448.3715
"7915","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_200f","C1","1.5°C",2050,7222.2564
"7916","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_200f","C1","1.5°C",2060,10032.1102
"7917","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_200f","C1","1.5°C",2070,12922.3384
"7918","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_200f","C1","1.5°C",2080,16391.5029
"7919","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_200f","C1","1.5°C",2090,19214.9971
"7920","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_200f","C1","1.5°C",2100,19774.1447
"7921","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_300f","C1","1.5°C",2000,9.15
"7922","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_300f","C1","1.5°C",2010,14.47
"7923","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_300f","C1","1.5°C",2020,34.67
"7924","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_300f","C1","1.5°C",2030,1110.4427
"7925","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_300f","C1","1.5°C",2040,4252.757
"7926","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_300f","C1","1.5°C",2050,6731.0896
"7927","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_300f","C1","1.5°C",2060,9171.3218
"7928","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_300f","C1","1.5°C",2070,11388.7697
"7929","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_300f","C1","1.5°C",2080,14392.5817
"7930","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_300f","C1","1.5°C",2090,17995.3047
"7931","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_300f","C1","1.5°C",2100,19770.974
"7932","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_400","C1","1.5°C",2000,9.15
"7933","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_400","C1","1.5°C",2010,14.47
"7934","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_400","C1","1.5°C",2020,34.67
"7935","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_400","C1","1.5°C",2030,2337.7427
"7936","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_400","C1","1.5°C",2040,7644.965
"7937","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_400","C1","1.5°C",2050,9487.9522
"7938","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_400","C1","1.5°C",2060,9471.8036
"7939","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_400","C1","1.5°C",2070,9369.3786
"7940","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_400","C1","1.5°C",2080,8771.8714
"7941","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_400","C1","1.5°C",2090,8914.5538
"7942","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_400","C1","1.5°C",2100,8642.1537
"7943","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_400f","C1","1.5°C",2000,9.15
"7944","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_400f","C1","1.5°C",2010,14.47
"7945","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_400f","C1","1.5°C",2020,34.67
"7946","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_400f","C1","1.5°C",2030,1079.964
"7947","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_400f","C1","1.5°C",2040,4057.2415
"7948","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_400f","C1","1.5°C",2050,6309.7503
"7949","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_400f","C1","1.5°C",2060,8593.4066
"7950","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_400f","C1","1.5°C",2070,10463.5065
"7951","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_400f","C1","1.5°C",2080,12767.0113
"7952","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_400f","C1","1.5°C",2090,16444.6356
"7953","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_400f","C1","1.5°C",2100,19379.4757
"7954","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_500","C1","1.5°C",2000,9.15
"7955","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_500","C1","1.5°C",2010,14.47
"7956","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_500","C1","1.5°C",2020,34.67
"7957","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_500","C1","1.5°C",2030,1522.9545
"7958","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_500","C1","1.5°C",2040,5850.6595
"7959","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_500","C1","1.5°C",2050,8623.0969
"7960","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_500","C1","1.5°C",2060,9368.6161
"7961","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_500","C1","1.5°C",2070,9203.5991
"7962","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_500","C1","1.5°C",2080,8621.5004
"7963","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_500","C1","1.5°C",2090,8497.8634
"7964","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_500","C1","1.5°C",2100,8289.4935
"7965","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_500f","C2","1.5°C",2000,9.15
"7966","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_500f","C2","1.5°C",2010,14.47
"7967","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_500f","C2","1.5°C",2020,34.67
"7968","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_500f","C2","1.5°C",2030,1052.779
"7969","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_500f","C2","1.5°C",2040,3929.1457
"7970","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_500f","C2","1.5°C",2050,5981.4998
"7971","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_500f","C2","1.5°C",2060,8136.5021
"7972","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_500f","C2","1.5°C",2070,9584.6384
"7973","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_500f","C2","1.5°C",2080,11081.917
"7974","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_500f","C2","1.5°C",2090,14266.2639
"7975","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_500f","C2","1.5°C",2100,18292.6988
"7976","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_600","C1","1.5°C",2000,9.15
"7977","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_600","C1","1.5°C",2010,14.47
"7978","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_600","C1","1.5°C",2020,34.67
"7979","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_600","C1","1.5°C",2030,1187.7248
"7980","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_600","C1","1.5°C",2040,4574.3965
"7981","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_600","C1","1.5°C",2050,7161.8999
"7982","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_600","C1","1.5°C",2060,8679.9928
"7983","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_600","C1","1.5°C",2070,9119.5271
"7984","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_600","C1","1.5°C",2080,8759.3865
"7985","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_600","C1","1.5°C",2090,8440.3965
"7986","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_600","C1","1.5°C",2100,8137.1792
"7987","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_600_COV","C1","1.5°C",2000,9.15
"7988","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_600_COV","C1","1.5°C",2010,14.47
"7989","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_600_COV","C1","1.5°C",2020,34.67
"7990","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_600_COV","C1","1.5°C",2030,1008.6388
"7991","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_600_COV","C1","1.5°C",2040,3914.4625
"7992","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_600_COV","C1","1.5°C",2050,6140.718
"7993","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_600_COV","C1","1.5°C",2060,8091.2816
"7994","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_600_COV","C1","1.5°C",2070,8922.2846
"7995","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_600_COV","C1","1.5°C",2080,8870.2575
"7996","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_600_COV","C1","1.5°C",2090,8604.5725
"7997","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_600_COV","C1","1.5°C",2100,8659.7277
"7998","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_600f","C2","1.5°C",2000,9.15
"7999","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_600f","C2","1.5°C",2010,14.47
"8000","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_600f","C2","1.5°C",2020,34.67
"8001","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_600f","C2","1.5°C",2030,872.2383
"8002","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_600f","C2","1.5°C",2040,3266.597
"8003","REMIND-MAgPIE 2.1-4.2_EN_NPi2020_600f","C2","1.5°C",2050,5633.6335
