"","model_scenario","Category","temp","Year","Value"
"311","AIM/CGE 2.2_EN_NPi2020_1600f","C5","2.5°C",2020,34.67
"312","AIM/CGE 2.2_EN_NPi2020_1600f","C5","2.5°C",2030,2234.801
"313","AIM/CGE 2.2_EN_NPi2020_1600f","C5","2.5°C",2040,5169.3074
"314","AIM/CGE 2.2_EN_NPi2020_1600f","C5","2.5°C",2050,7543.4533
"315","AIM/CGE 2.2_EN_NPi2020_1600f","C5","2.5°C",2060,11999.6009
"316","AIM/CGE 2.2_EN_NPi2020_1600f","C5","2.5°C",2070,15602.1385
"317","AIM/CGE 2.2_EN_NPi2020_1600f","C5","2.5°C",2080,19671.7286
"318","AIM/CGE 2.2_EN_NPi2020_1600f","C5","2.5°C",2090,20455.8712
"319","AIM/CGE 2.2_EN_NPi2020_1600f","C5","2.5°C",2100,18743.2202
"320","AIM/CGE 2.2_EN_NPi2020_1800","C5","2.5°C",2000,9.15
"321","AIM/CGE 2.2_EN_NPi2020_1800","C5","2.5°C",2010,14.47
"322","AIM/CGE 2.2_EN_NPi2020_1800","C5","2.5°C",2020,34.67
"323","AIM/CGE 2.2_EN_NPi2020_1800","C5","2.5°C",2030,1396.6397
"324","AIM/CGE 2.2_EN_NPi2020_1800","C5","2.5°C",2040,4130.1007
"325","AIM/CGE 2.2_EN_NPi2020_1800","C5","2.5°C",2050,6230.3553
"326","AIM/CGE 2.2_EN_NPi2020_1800","C5","2.5°C",2060,10779.8533
"327","AIM/CGE 2.2_EN_NPi2020_1800","C5","2.5°C",2070,14742.8833
"328","AIM/CGE 2.2_EN_NPi2020_1800","C5","2.5°C",2080,18772.4608
"329","AIM/CGE 2.2_EN_NPi2020_1800","C5","2.5°C",2090,18784.1169
"330","AIM/CGE 2.2_EN_NPi2020_1800","C5","2.5°C",2100,16973.7696
"331","AIM/CGE 2.2_EN_NPi2020_1800f","C5","2.5°C",2000,9.15
"332","AIM/CGE 2.2_EN_NPi2020_1800f","C5","2.5°C",2010,14.47
"333","AIM/CGE 2.2_EN_NPi2020_1800f","C5","2.5°C",2020,34.67
"334","AIM/CGE 2.2_EN_NPi2020_1800f","C5","2.5°C",2030,1396.6397
"335","AIM/CGE 2.2_EN_NPi2020_1800f","C5","2.5°C",2040,4130.1007
"336","AIM/CGE 2.2_EN_NPi2020_1800f","C5","2.5°C",2050,6230.3553
"337","AIM/CGE 2.2_EN_NPi2020_1800f","C5","2.5°C",2060,10779.8533
"338","AIM/CGE 2.2_EN_NPi2020_1800f","C5","2.5°C",2070,14742.8833
"339","AIM/CGE 2.2_EN_NPi2020_1800f","C5","2.5°C",2080,18772.4608
"340","AIM/CGE 2.2_EN_NPi2020_1800f","C5","2.5°C",2090,18784.1169
"341","AIM/CGE 2.2_EN_NPi2020_1800f","C5","2.5°C",2100,16973.7696
"342","AIM/CGE 2.2_EN_NPi2020_300f","C1","1.5°C",2000,9.15
"343","AIM/CGE 2.2_EN_NPi2020_300f","C1","1.5°C",2010,14.47
"344","AIM/CGE 2.2_EN_NPi2020_300f","C1","1.5°C",2020,34.67
"345","AIM/CGE 2.2_EN_NPi2020_300f","C1","1.5°C",2030,3090.4872
"346","AIM/CGE 2.2_EN_NPi2020_300f","C1","1.5°C",2040,11006.0734
"347","AIM/CGE 2.2_EN_NPi2020_300f","C1","1.5°C",2050,14926.1802
"348","AIM/CGE 2.2_EN_NPi2020_300f","C1","1.5°C",2060,18249.0363
"349","AIM/CGE 2.2_EN_NPi2020_300f","C1","1.5°C",2070,19214.9062
"350","AIM/CGE 2.2_EN_NPi2020_300f","C1","1.5°C",2080,19151.3362
"351","AIM/CGE 2.2_EN_NPi2020_300f","C1","1.5°C",2090,19194.9205
"352","AIM/CGE 2.2_EN_NPi2020_300f","C1","1.5°C",2100,19329.6357
"353","AIM/CGE 2.2_EN_NPi2020_400f","C2","1.5°C",2000,9.15
"354","AIM/CGE 2.2_EN_NPi2020_400f","C2","1.5°C",2010,14.47
"355","AIM/CGE 2.2_EN_NPi2020_400f","C2","1.5°C",2020,34.67
"356","AIM/CGE 2.2_EN_NPi2020_400f","C2","1.5°C",2030,3120.5094
"357","AIM/CGE 2.2_EN_NPi2020_400f","C2","1.5°C",2040,10551.9703
"358","AIM/CGE 2.2_EN_NPi2020_400f","C2","1.5°C",2050,13161.8756
"359","AIM/CGE 2.2_EN_NPi2020_400f","C2","1.5°C",2060,17208.5394
"360","AIM/CGE 2.2_EN_NPi2020_400f","C2","1.5°C",2070,19095.5192
"361","AIM/CGE 2.2_EN_NPi2020_400f","C2","1.5°C",2080,19146.9357
"362","AIM/CGE 2.2_EN_NPi2020_400f","C2","1.5°C",2090,19221.6784
"363","AIM/CGE 2.2_EN_NPi2020_400f","C2","1.5°C",2100,19359.8825
"364","AIM/CGE 2.2_EN_NPi2020_500f","C2","1.5°C",2000,9.15
"365","AIM/CGE 2.2_EN_NPi2020_500f","C2","1.5°C",2010,14.47
"366","AIM/CGE 2.2_EN_NPi2020_500f","C2","1.5°C",2020,34.67
"367","AIM/CGE 2.2_EN_NPi2020_500f","C2","1.5°C",2030,3199.7052
"368","AIM/CGE 2.2_EN_NPi2020_500f","C2","1.5°C",2040,9853.2594
"369","AIM/CGE 2.2_EN_NPi2020_500f","C2","1.5°C",2050,12448.2851
"370","AIM/CGE 2.2_EN_NPi2020_500f","C2","1.5°C",2060,17122.6571
"371","AIM/CGE 2.2_EN_NPi2020_500f","C2","1.5°C",2070,19533.9645
"372","AIM/CGE 2.2_EN_NPi2020_500f","C2","1.5°C",2080,19689.5612
"373","AIM/CGE 2.2_EN_NPi2020_500f","C2","1.5°C",2090,19678.6567
"374","AIM/CGE 2.2_EN_NPi2020_500f","C2","1.5°C",2100,19721.3815
"375","AIM/CGE 2.2_EN_NPi2020_600","C1","1.5°C",2000,9.15
"376","AIM/CGE 2.2_EN_NPi2020_600","C1","1.5°C",2010,14.47
"377","AIM/CGE 2.2_EN_NPi2020_600","C1","1.5°C",2020,34.67
"378","AIM/CGE 2.2_EN_NPi2020_600","C1","1.5°C",2030,3090.4872
"379","AIM/CGE 2.2_EN_NPi2020_600","C1","1.5°C",2040,11783.2793
"380","AIM/CGE 2.2_EN_NPi2020_600","C1","1.5°C",2050,16902.6115
"381","AIM/CGE 2.2_EN_NPi2020_600","C1","1.5°C",2060,15858.1819
"382","AIM/CGE 2.2_EN_NPi2020_600","C1","1.5°C",2070,15177.6537
"383","AIM/CGE 2.2_EN_NPi2020_600","C1","1.5°C",2080,14593.6089
"384","AIM/CGE 2.2_EN_NPi2020_600","C1","1.5°C",2090,14161.5499
"385","AIM/CGE 2.2_EN_NPi2020_600","C1","1.5°C",2100,13891.5376
"386","AIM/CGE 2.2_EN_NPi2020_600f","C2","1.5°C",2000,9.15
"387","AIM/CGE 2.2_EN_NPi2020_600f","C2","1.5°C",2010,14.47
"388","AIM/CGE 2.2_EN_NPi2020_600f","C2","1.5°C",2020,34.67
"389","AIM/CGE 2.2_EN_NPi2020_600f","C2","1.5°C",2030,3255.4541
"390","AIM/CGE 2.2_EN_NPi2020_600f","C2","1.5°C",2040,10018.725
"391","AIM/CGE 2.2_EN_NPi2020_600f","C2","1.5°C",2050,12875.7095
"392","AIM/CGE 2.2_EN_NPi2020_600f","C2","1.5°C",2060,16856.8513
"393","AIM/CGE 2.2_EN_NPi2020_600f","C2","1.5°C",2070,19853.3669
"394","AIM/CGE 2.2_EN_NPi2020_600f","C2","1.5°C",2080,20304.6827
"395","AIM/CGE 2.2_EN_NPi2020_600f","C2","1.5°C",2090,20218.8398
"396","AIM/CGE 2.2_EN_NPi2020_600f","C2","1.5°C",2100,20129.8871
"397","AIM/CGE 2.2_EN_NPi2020_700","C3","2.0°C",2000,9.15
"398","AIM/CGE 2.2_EN_NPi2020_700","C3","2.0°C",2010,14.47
"399","AIM/CGE 2.2_EN_NPi2020_700","C3","2.0°C",2020,34.67
"400","AIM/CGE 2.2_EN_NPi2020_700","C3","2.0°C",2030,3090.4872
"401","AIM/CGE 2.2_EN_NPi2020_700","C3","2.0°C",2040,10835.3203
"402","AIM/CGE 2.2_EN_NPi2020_700","C3","2.0°C",2050,14292.2095
"403","AIM/CGE 2.2_EN_NPi2020_700","C3","2.0°C",2060,16009.7264
"404","AIM/CGE 2.2_EN_NPi2020_700","C3","2.0°C",2070,15230.8456
"405","AIM/CGE 2.2_EN_NPi2020_700","C3","2.0°C",2080,14635.235
"406","AIM/CGE 2.2_EN_NPi2020_700","C3","2.0°C",2090,14238.9712
"407","AIM/CGE 2.2_EN_NPi2020_700","C3","2.0°C",2100,13952.4419
"408","AIM/CGE 2.2_EN_NPi2020_700f","C3","2.0°C",2000,9.15
"409","AIM/CGE 2.2_EN_NPi2020_700f","C3","2.0°C",2010,14.47
"410","AIM/CGE 2.2_EN_NPi2020_700f","C3","2.0°C",2020,34.67
"411","AIM/CGE 2.2_EN_NPi2020_700f","C3","2.0°C",2030,3374.6162
"412","AIM/CGE 2.2_EN_NPi2020_700f","C3","2.0°C",2040,9981.8372
"413","AIM/CGE 2.2_EN_NPi2020_700f","C3","2.0°C",2050,13552.9863
"414","AIM/CGE 2.2_EN_NPi2020_700f","C3","2.0°C",2060,16805.9771
"415","AIM/CGE 2.2_EN_NPi2020_700f","C3","2.0°C",2070,20154.6923
"416","AIM/CGE 2.2_EN_NPi2020_700f","C3","2.0°C",2080,21049.5321
"417","AIM/CGE 2.2_EN_NPi2020_700f","C3","2.0°C",2090,20849.8095
"418","AIM/CGE 2.2_EN_NPi2020_700f","C3","2.0°C",2100,20608.6004
"419","AIM/CGE 2.2_EN_NPi2020_800","C3","2.0°C",2000,9.15
"420","AIM/CGE 2.2_EN_NPi2020_800","C3","2.0°C",2010,14.47
"421","AIM/CGE 2.2_EN_NPi2020_800","C3","2.0°C",2020,34.67
"422","AIM/CGE 2.2_EN_NPi2020_800","C3","2.0°C",2030,3165.3544
"423","AIM/CGE 2.2_EN_NPi2020_800","C3","2.0°C",2040,10154.5886
"424","AIM/CGE 2.2_EN_NPi2020_800","C3","2.0°C",2050,12364.7626
"425","AIM/CGE 2.2_EN_NPi2020_800","C3","2.0°C",2060,16853.9325
"426","AIM/CGE 2.2_EN_NPi2020_800","C3","2.0°C",2070,15841.913
"427","AIM/CGE 2.2_EN_NPi2020_800","C3","2.0°C",2080,15079.0139
"428","AIM/CGE 2.2_EN_NPi2020_800","C3","2.0°C",2090,14617.5502
"429","AIM/CGE 2.2_EN_NPi2020_800","C3","2.0°C",2100,14211.0951
"430","AIM/CGE 2.2_EN_NPi2020_800f","C3","2.0°C",2000,9.15
"431","AIM/CGE 2.2_EN_NPi2020_800f","C3","2.0°C",2010,14.47
"432","AIM/CGE 2.2_EN_NPi2020_800f","C3","2.0°C",2020,34.67
"433","AIM/CGE 2.2_EN_NPi2020_800f","C3","2.0°C",2030,3490.3219
"434","AIM/CGE 2.2_EN_NPi2020_800f","C3","2.0°C",2040,10277.7727
"435","AIM/CGE 2.2_EN_NPi2020_800f","C3","2.0°C",2050,14092.1862
"436","AIM/CGE 2.2_EN_NPi2020_800f","C3","2.0°C",2060,17090.9463
"437","AIM/CGE 2.2_EN_NPi2020_800f","C3","2.0°C",2070,20661.7259
"438","AIM/CGE 2.2_EN_NPi2020_800f","C3","2.0°C",2080,21906.5303
"439","AIM/CGE 2.2_EN_NPi2020_800f","C3","2.0°C",2090,21594.68
"440","AIM/CGE 2.2_EN_NPi2020_800f","C3","2.0°C",2100,21206.3118
"441","AIM/CGE 2.2_EN_NPi2020_900","C3","2.0°C",2000,9.15
"442","AIM/CGE 2.2_EN_NPi2020_900","C3","2.0°C",2010,14.47
"443","AIM/CGE 2.2_EN_NPi2020_900","C3","2.0°C",2020,34.67
"444","AIM/CGE 2.2_EN_NPi2020_900","C3","2.0°C",2030,3255.4541
"445","AIM/CGE 2.2_EN_NPi2020_900","C3","2.0°C",2040,10018.725
"446","AIM/CGE 2.2_EN_NPi2020_900","C3","2.0°C",2050,12875.7095
"447","AIM/CGE 2.2_EN_NPi2020_900","C3","2.0°C",2060,16856.8513
"448","AIM/CGE 2.2_EN_NPi2020_900","C3","2.0°C",2070,17338.2434
"449","AIM/CGE 2.2_EN_NPi2020_900","C3","2.0°C",2080,16278.8298
"450","AIM/CGE 2.2_EN_NPi2020_900","C3","2.0°C",2090,15638.3269
"451","AIM/CGE 2.2_EN_NPi2020_900","C3","2.0°C",2100,14984.3195
"452","AIM/CGE 2.2_EN_NPi2020_900f","C3","2.0°C",2000,9.15
"453","AIM/CGE 2.2_EN_NPi2020_900f","C3","2.0°C",2010,14.47
"454","AIM/CGE 2.2_EN_NPi2020_900f","C3","2.0°C",2020,34.67
"455","AIM/CGE 2.2_EN_NPi2020_900f","C3","2.0°C",2030,3529.1402
"456","AIM/CGE 2.2_EN_NPi2020_900f","C3","2.0°C",2040,9534.397
"457","AIM/CGE 2.2_EN_NPi2020_900f","C3","2.0°C",2050,13105.8711
"458","AIM/CGE 2.2_EN_NPi2020_900f","C3","2.0°C",2060,16022.1855
"459","AIM/CGE 2.2_EN_NPi2020_900f","C3","2.0°C",2070,20128.5069
"460","AIM/CGE 2.2_EN_NPi2020_900f","C3","2.0°C",2080,22067.4156
"461","AIM/CGE 2.2_EN_NPi2020_900f","C3","2.0°C",2090,21888.4431
"462","AIM/CGE 2.2_EN_NPi2020_900f","C3","2.0°C",2100,21432.4552
"463","AIM/Hub-Global 2.0_1.5C","C1","1.5°C",2000,9.15
"464","AIM/Hub-Global 2.0_1.5C","C1","1.5°C",2010,14.47
"465","AIM/Hub-Global 2.0_1.5C","C1","1.5°C",2020,34.67
"466","AIM/Hub-Global 2.0_1.5C","C1","1.5°C",2030,2058.9442
"467","AIM/Hub-Global 2.0_1.5C","C1","1.5°C",2040,7096.8773
"468","AIM/Hub-Global 2.0_1.5C","C1","1.5°C",2050,15101.2968
"469","AIM/Hub-Global 2.0_1.5C","C1","1.5°C",2060,15893.3812
"470","AIM/Hub-Global 2.0_1.5C","C1","1.5°C",2070,16457.0556
"471","AIM/Hub-Global 2.0_1.5C","C1","1.5°C",2080,17006.0906
"472","AIM/Hub-Global 2.0_1.5C","C1","1.5°C",2090,17482.4061
"473","AIM/Hub-Global 2.0_1.5C","C1","1.5°C",2100,18094.7191
"474","AIM/Hub-Global 2.0_2C","C5","2.5°C",2000,9.15
"475","AIM/Hub-Global 2.0_2C","C5","2.5°C",2010,14.47
"476","AIM/Hub-Global 2.0_2C","C5","2.5°C",2020,34.67
"477","AIM/Hub-Global 2.0_2C","C5","2.5°C",2030,34.67
"478","AIM/Hub-Global 2.0_2C","C5","2.5°C",2040,160.7948
"479","AIM/Hub-Global 2.0_2C","C5","2.5°C",2050,1810.1729
"480","AIM/Hub-Global 2.0_2C","C5","2.5°C",2060,5160.2548
"481","AIM/Hub-Global 2.0_2C","C5","2.5°C",2070,8855.4421
"482","AIM/Hub-Global 2.0_2C","C5","2.5°C",2080,11921.9498
"483","AIM/Hub-Global 2.0_2C","C5","2.5°C",2090,14339.2451
"484","AIM/Hub-Global 2.0_2C","C5","2.5°C",2100,15785.5685
"485","AIM/Hub-Global 2.0_WB2C","C3","2.0°C",2000,9.15
"486","AIM/Hub-Global 2.0_WB2C","C3","2.0°C",2010,14.47
"487","AIM/Hub-Global 2.0_WB2C","C3","2.0°C",2020,34.67
"488","AIM/Hub-Global 2.0_WB2C","C3","2.0°C",2030,1690.9117
"489","AIM/Hub-Global 2.0_WB2C","C3","2.0°C",2040,6795.1614
"490","AIM/Hub-Global 2.0_WB2C","C3","2.0°C",2050,9411.2631
"491","AIM/Hub-Global 2.0_WB2C","C3","2.0°C",2060,12394.3401
"492","AIM/Hub-Global 2.0_WB2C","C3","2.0°C",2070,15575.3687
"493","AIM/Hub-Global 2.0_WB2C","C3","2.0°C",2080,17191.5351
"494","AIM/Hub-Global 2.0_WB2C","C3","2.0°C",2090,17451.4437
"495","AIM/Hub-Global 2.0_WB2C","C3","2.0°C",2100,18022.4695
"496","COFFEE 1.1_CO_2Deg2020","C4","2.0°C",2000,9.15
"497","COFFEE 1.1_CO_2Deg2020","C4","2.0°C",2010,14.47
"498","COFFEE 1.1_CO_2Deg2020","C4","2.0°C",2020,34.67
"499","COFFEE 1.1_CO_2Deg2020","C4","2.0°C",2030,372.627322
"500","COFFEE 1.1_CO_2Deg2020","C4","2.0°C",2040,2400.907373
"501","COFFEE 1.1_CO_2Deg2020","C4","2.0°C",2050,5992.512072
"502","COFFEE 1.1_CO_2Deg2020","C4","2.0°C",2060,10567.980351
"503","COFFEE 1.1_CO_2Deg2020","C4","2.0°C",2070,14999.260591
"504","COFFEE 1.1_CO_2Deg2020","C4","2.0°C",2080,18174.410453
"505","COFFEE 1.1_CO_2Deg2020","C4","2.0°C",2090,21180.309186
"506","COFFEE 1.1_CO_2Deg2020","C4","2.0°C",2100,23833.419989
"507","COFFEE 1.1_CO_2Deg2030","C4","2.0°C",2000,9.15
"508","COFFEE 1.1_CO_2Deg2030","C4","2.0°C",2010,14.47
"509","COFFEE 1.1_CO_2Deg2030","C4","2.0°C",2020,34.67
"510","COFFEE 1.1_CO_2Deg2030","C4","2.0°C",2030,34.67
"511","COFFEE 1.1_CO_2Deg2030","C4","2.0°C",2040,2558.785451
"512","COFFEE 1.1_CO_2Deg2030","C4","2.0°C",2050,6079.303216
"513","COFFEE 1.1_CO_2Deg2030","C4","2.0°C",2060,10541.010564
"514","COFFEE 1.1_CO_2Deg2030","C4","2.0°C",2070,14820.595055
"515","COFFEE 1.1_CO_2Deg2030","C4","2.0°C",2080,17916.129414
"516","COFFEE 1.1_CO_2Deg2030","C4","2.0°C",2090,20915.322713
"517","COFFEE 1.1_CO_2Deg2030","C4","2.0°C",2100,23622.737095
"518","COFFEE 1.1_CO_Bridge","C3","2.0°C",2000,9.15
"519","COFFEE 1.1_CO_Bridge","C3","2.0°C",2010,14.47
"520","COFFEE 1.1_CO_Bridge","C3","2.0°C",2020,34.67
"521","COFFEE 1.1_CO_Bridge","C3","2.0°C",2030,591.226164
"522","COFFEE 1.1_CO_Bridge","C3","2.0°C",2040,2268.590005
"523","COFFEE 1.1_CO_Bridge","C3","2.0°C",2050,5679.116499
"524","COFFEE 1.1_CO_Bridge","C3","2.0°C",2060,9530.586996
"525","COFFEE 1.1_CO_Bridge","C3","2.0°C",2070,13214.457424
"526","COFFEE 1.1_CO_Bridge","C3","2.0°C",2080,17498.077379
"527","COFFEE 1.1_CO_Bridge","C3","2.0°C",2090,20931.291662
"528","COFFEE 1.1_CO_Bridge","C3","2.0°C",2100,23675.654726
"529","COFFEE 1.1_CO_GPP","C5","2.5°C",2000,9.15
"530","COFFEE 1.1_CO_GPP","C5","2.5°C",2010,14.47
"531","COFFEE 1.1_CO_GPP","C5","2.5°C",2020,34.67
"532","COFFEE 1.1_CO_GPP","C5","2.5°C",2030,591.226164
"533","COFFEE 1.1_CO_GPP","C5","2.5°C",2040,1821.718603
"534","COFFEE 1.1_CO_GPP","C5","2.5°C",2050,3859.888099
"535","COFFEE 1.1_CO_GPP","C5","2.5°C",2060,5241.844879
"536","COFFEE 1.1_CO_GPP","C5","2.5°C",2070,5845.553389
"537","COFFEE 1.1_CO_GPP","C5","2.5°C",2080,6336.846599
"538","COFFEE 1.1_CO_GPP","C5","2.5°C",2090,6899.018985
"539","COFFEE 1.1_CO_GPP","C5","2.5°C",2100,7699.216982
"540","COFFEE 1.1_EN_INDCi2030_1000","C4","2.0°C",2000,9.15
"541","COFFEE 1.1_EN_INDCi2030_1000","C4","2.0°C",2010,14.47
"542","COFFEE 1.1_EN_INDCi2030_1000","C4","2.0°C",2020,34.67
"543","COFFEE 1.1_EN_INDCi2030_1000","C4","2.0°C",2030,34.67
"544","COFFEE 1.1_EN_INDCi2030_1000","C4","2.0°C",2040,2965.461446
"545","COFFEE 1.1_EN_INDCi2030_1000","C4","2.0°C",2050,6469.324082
"546","COFFEE 1.1_EN_INDCi2030_1000","C4","2.0°C",2060,10699.198713
"547","COFFEE 1.1_EN_INDCi2030_1000","C4","2.0°C",2070,13907.00128
"548","COFFEE 1.1_EN_INDCi2030_1000","C4","2.0°C",2080,13763.136005
"549","COFFEE 1.1_EN_INDCi2030_1000","C4","2.0°C",2090,14712.346032
"550","COFFEE 1.1_EN_INDCi2030_1000","C4","2.0°C",2100,17343.495728
"551","COFFEE 1.1_EN_INDCi2030_1000_NDCp","C4","2.0°C",2000,9.15
"552","COFFEE 1.1_EN_INDCi2030_1000_NDCp","C4","2.0°C",2010,14.47
"553","COFFEE 1.1_EN_INDCi2030_1000_NDCp","C4","2.0°C",2020,34.67
"554","COFFEE 1.1_EN_INDCi2030_1000_NDCp","C4","2.0°C",2030,34.67
"555","COFFEE 1.1_EN_INDCi2030_1000_NDCp","C4","2.0°C",2040,3279.417553
"556","COFFEE 1.1_EN_INDCi2030_1000_NDCp","C4","2.0°C",2050,6924.075674
"557","COFFEE 1.1_EN_INDCi2030_1000_NDCp","C4","2.0°C",2060,10859.587243
"558","COFFEE 1.1_EN_INDCi2030_1000_NDCp","C4","2.0°C",2070,13995.428534
"559","COFFEE 1.1_EN_INDCi2030_1000_NDCp","C4","2.0°C",2080,14101.935089
"560","COFFEE 1.1_EN_INDCi2030_1000_NDCp","C4","2.0°C",2090,14907.941871
"561","COFFEE 1.1_EN_INDCi2030_1000_NDCp","C4","2.0°C",2100,17339.673943
"562","COFFEE 1.1_EN_INDCi2030_1000f","C5","2.5°C",2000,9.15
"563","COFFEE 1.1_EN_INDCi2030_1000f","C5","2.5°C",2010,14.47
"564","COFFEE 1.1_EN_INDCi2030_1000f","C5","2.5°C",2020,34.67
"565","COFFEE 1.1_EN_INDCi2030_1000f","C5","2.5°C",2030,34.67
"566","COFFEE 1.1_EN_INDCi2030_1000f","C5","2.5°C",2040,1838.454579
"567","COFFEE 1.1_EN_INDCi2030_1000f","C5","2.5°C",2050,3571.148925
"568","COFFEE 1.1_EN_INDCi2030_1000f","C5","2.5°C",2060,8296.147603
"569","COFFEE 1.1_EN_INDCi2030_1000f","C5","2.5°C",2070,13133.280683
"570","COFFEE 1.1_EN_INDCi2030_1000f","C5","2.5°C",2080,17478.994668
"571","COFFEE 1.1_EN_INDCi2030_1000f","C5","2.5°C",2090,20689.186279
"572","COFFEE 1.1_EN_INDCi2030_1000f","C5","2.5°C",2100,23691.238412
"573","COFFEE 1.1_EN_INDCi2030_1200","C4","2.0°C",2000,9.15
"574","COFFEE 1.1_EN_INDCi2030_1200","C4","2.0°C",2010,14.47
"575","COFFEE 1.1_EN_INDCi2030_1200","C4","2.0°C",2020,34.67
"576","COFFEE 1.1_EN_INDCi2030_1200","C4","2.0°C",2030,34.67
"577","COFFEE 1.1_EN_INDCi2030_1200","C4","2.0°C",2040,2383.57507317
"578","COFFEE 1.1_EN_INDCi2030_1200","C4","2.0°C",2050,4810.76789852
"579","COFFEE 1.1_EN_INDCi2030_1200","C4","2.0°C",2060,9148.33982359
"580","COFFEE 1.1_EN_INDCi2030_1200","C4","2.0°C",2070,12795.17843939
"581","COFFEE 1.1_EN_INDCi2030_1200","C4","2.0°C",2080,14951.45277906
"582","COFFEE 1.1_EN_INDCi2030_1200","C4","2.0°C",2090,15169.27646043
"583","COFFEE 1.1_EN_INDCi2030_1200","C4","2.0°C",2100,16904.89715375
"584","COFFEE 1.1_EN_INDCi2030_1200f","C5","2.5°C",2000,9.15
"585","COFFEE 1.1_EN_INDCi2030_1200f","C5","2.5°C",2010,14.47
"586","COFFEE 1.1_EN_INDCi2030_1200f","C5","2.5°C",2020,34.67
"587","COFFEE 1.1_EN_INDCi2030_1200f","C5","2.5°C",2030,34.67
"588","COFFEE 1.1_EN_INDCi2030_1200f","C5","2.5°C",2040,1520.157426
"589","COFFEE 1.1_EN_INDCi2030_1200f","C5","2.5°C",2050,2846.56164
"590","COFFEE 1.1_EN_INDCi2030_1200f","C5","2.5°C",2060,6504.269366
"591","COFFEE 1.1_EN_INDCi2030_1200f","C5","2.5°C",2070,11611.895757
"592","COFFEE 1.1_EN_INDCi2030_1200f","C5","2.5°C",2080,16487.511742
"593","COFFEE 1.1_EN_INDCi2030_1200f","C5","2.5°C",2090,20525.560838
"594","COFFEE 1.1_EN_INDCi2030_1200f","C5","2.5°C",2100,23569.373219
"595","COFFEE 1.1_EN_INDCi2030_1400","C5","2.5°C",2000,9.15
"596","COFFEE 1.1_EN_INDCi2030_1400","C5","2.5°C",2010,14.47
"597","COFFEE 1.1_EN_INDCi2030_1400","C5","2.5°C",2020,34.67
"598","COFFEE 1.1_EN_INDCi2030_1400","C5","2.5°C",2030,34.67
"599","COFFEE 1.1_EN_INDCi2030_1400","C5","2.5°C",2040,1700.115431
"600","COFFEE 1.1_EN_INDCi2030_1400","C5","2.5°C",2050,3169.988049
"601","COFFEE 1.1_EN_INDCi2030_1400","C5","2.5°C",2060,7840.148888
"602","COFFEE 1.1_EN_INDCi2030_1400","C5","2.5°C",2070,12309.109467
"603","COFFEE 1.1_EN_INDCi2030_1400","C5","2.5°C",2080,15609.37352
"604","COFFEE 1.1_EN_INDCi2030_1400","C5","2.5°C",2090,15483.300658
"605","COFFEE 1.1_EN_INDCi2030_1400","C5","2.5°C",2100,16869.782673
"606","COFFEE 1.1_EN_INDCi2030_1400f","C5","2.5°C",2000,9.15
"607","COFFEE 1.1_EN_INDCi2030_1400f","C5","2.5°C",2010,14.47
"608","COFFEE 1.1_EN_INDCi2030_1400f","C5","2.5°C",2020,34.67
"609","COFFEE 1.1_EN_INDCi2030_1400f","C5","2.5°C",2030,34.67
"610","COFFEE 1.1_EN_INDCi2030_1400f","C5","2.5°C",2040,1293.369451
"611","COFFEE 1.1_EN_INDCi2030_1400f","C5","2.5°C",2050,2167.189117
"612","COFFEE 1.1_EN_INDCi2030_1400f","C5","2.5°C",2060,4496.079568
"613","COFFEE 1.1_EN_INDCi2030_1400f","C5","2.5°C",2070,10264.169847
"614","COFFEE 1.1_EN_INDCi2030_1400f","C5","2.5°C",2080,14912.137607
"615","COFFEE 1.1_EN_INDCi2030_1400f","C5","2.5°C",2090,19302.297123
"616","COFFEE 1.1_EN_INDCi2030_1400f","C5","2.5°C",2100,22773.231516
"617","COFFEE 1.1_EN_INDCi2030_1600","C5","2.5°C",2000,9.15
"618","COFFEE 1.1_EN_INDCi2030_1600","C5","2.5°C",2010,14.47
"619","COFFEE 1.1_EN_INDCi2030_1600","C5","2.5°C",2020,34.67
"620","COFFEE 1.1_EN_INDCi2030_1600","C5","2.5°C",2030,34.67
"621","COFFEE 1.1_EN_INDCi2030_1600","C5","2.5°C",2040,1319.784686
"622","COFFEE 1.1_EN_INDCi2030_1600","C5","2.5°C",2050,2236.951664
"623","COFFEE 1.1_EN_INDCi2030_1600","C5","2.5°C",2060,4803.674956
"624","COFFEE 1.1_EN_INDCi2030_1600","C5","2.5°C",2070,10652.98851
"625","COFFEE 1.1_EN_INDCi2030_1600","C5","2.5°C",2080,14963.736185
"626","COFFEE 1.1_EN_INDCi2030_1600","C5","2.5°C",2090,15735.331353
"627","COFFEE 1.1_EN_INDCi2030_1600","C5","2.5°C",2100,17110.002322
"628","COFFEE 1.1_EN_INDCi2030_1600f","C5","2.5°C",2000,9.15
"629","COFFEE 1.1_EN_INDCi2030_1600f","C5","2.5°C",2010,14.47
"630","COFFEE 1.1_EN_INDCi2030_1600f","C5","2.5°C",2020,34.67
"631","COFFEE 1.1_EN_INDCi2030_1600f","C5","2.5°C",2030,34.67
"632","COFFEE 1.1_EN_INDCi2030_1600f","C5","2.5°C",2040,1142.06315
"633","COFFEE 1.1_EN_INDCi2030_1600f","C5","2.5°C",2050,1820.325493
"634","COFFEE 1.1_EN_INDCi2030_1600f","C5","2.5°C",2060,3367.776848
